"","rank","name","state_name","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total"
"228",17,"Indiana State University","Indiana",47900,85600,55,8,"Indiana","IN","Public","4 Year",10590,9090,19680,19836,30426
"229",18,"Hanover College","Indiana",47500,85100,53,24,"Indiana","IN","Private","4 Year",11580,37670,49250,37670,49250
"230",19,"Indiana Institute of Technology","Indiana",50000,84900,46,11,"Indiana","IN","Private","4 Year",10020,26900,36920,26900,36920
"231",20,"Manchester University","Indiana",46900,84700,56,10,"Indiana","IN","Private","4 Year",9580,32758,42338,32758,42338
"232",21,"University of Indianapolis","Indiana",47300,84500,55,5,"Indiana","IN","Private","4 Year",10288,29688,39976,29688,39976
"233",22,"Ball State University","Indiana",45600,83700,48,7,"Indiana","IN","Public","4 Year",10234,9896,20130,26468,36702
"234",22,"University of Saint Francis-Fort Wayne","Indiana",45700,83700,63,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",24,"Indiana University-Purdue University-Fort Wayne","Indiana",47300,83200,52,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",25,"Marian University (Indiana)","Indiana",48400,82000,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",1,"Iowa State University","Iowa",56100,101300,48,31,"Iowa","IA","Public","4 Year",8720,8988,17708,23392,32112
"238",2,"Drake University","Iowa",52800,99900,49,7,"Iowa","IA","Private","4 Year",10528,41396,51924,41396,51924
"239",3,"University of Iowa","Iowa",54100,99400,48,16,"Iowa","IA","Public","4 Year",11172,9267,20439,31233,42405
"240",4,"Grinnell College","Iowa",53400,96500,49,41,"Iowa","IA","Private","4 Year",12810,52392,65202,52392,65202
"241",5,"Allen College","Iowa",51600,91300,NA,0,"Iowa","IA","Private","4 Year",7282,19970,27252,19970,27252
"242",6,"Cornell College","Iowa",49600,90600,47,22,"Iowa","IA","Private","4 Year",9384,42299,51683,42299,51683
"243",7,"Loras College","Iowa",48000,90100,56,14,"Iowa","IA","Private","4 Year",8275,34184,42459,34184,42459
"244",8,"Dordt College","Iowa",51000,89600,57,17,"Iowa","IA","Private","4 Year",9590,30870,40460,30870,40460
"245",9,"Central College","Iowa",49000,88800,55,36,"Iowa","IA","Private","4 Year",10280,37295,47575,37295,47575
"246",10,"Graceland University-Lamoni","Iowa",48300,88700,66,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",11,"Simpson College","Iowa",49900,88600,47,17,"Iowa","IA","Private","4 Year",8380,39144,47524,39144,47524
"248",12,"Wartburg College","Iowa",49300,88000,49,34,"Iowa","IA","Private","4 Year",9996,41280,51276,41280,51276
"249",13,"Coe College","Iowa",47200,86900,41,24,"Iowa","IA","Private","4 Year",9480,45000,54480,45000,54480
"250",14,"Luther College","Iowa",48200,85900,49,21,"Iowa","IA","Private","4 Year",9460,42290,51750,42290,51750
"251",15,"University of Northern Iowa","Iowa",47100,85300,46,8,"Iowa","IA","Public","4 Year",8948,8938,17886,19480,28428
"252",16,"Maharishi University of Management","Iowa",46800,85200,NA,65,"Iowa","IA","Private","4 Year",7400,16530,23930,16530,23930
"253",17,"Saint Ambrose University","Iowa",46900,84400,48,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",18,"Northwestern College","Iowa",44800,82400,42,11,"Iowa","IA","Private","4 Year",9200,31100,40300,31100,40300
"255",18,"Northwestern College","Iowa",44800,82400,42,11,"Illinois","IL","For Profit","2 Year",12402,18485,30887,18485,30887
"256",19,"Morningside College","Iowa",44900,82100,60,6,"Iowa","IA","Private","4 Year",9610,31530,41140,31530,41140
"257",20,"Clarke University","Iowa",44900,80200,52,6,"Iowa","IA","Private","4 Year",9600,33350,42950,33350,42950
"258",21,"University of Dubuque","Iowa",44200,79700,48,7,"Iowa","IA","Private","4 Year",9930,34110,44040,34110,44040
"259",22,"Mount Mercy University","Iowa",47200,79000,51,4,"Iowa","IA","Private","4 Year",9534,31798,41332,31798,41332
"260",23,"William Penn University","Iowa",43900,78300,59,7,"Iowa","IA","Private","4 Year",6952,25600,32552,25600,32552
"261",24,"Upper Iowa University","Iowa",44200,78000,56,3,"Iowa","IA","Private","4 Year",8454,30450,38904,30450,38904
"262",25,"Iowa Wesleyan University","Iowa",42600,77200,60,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",1,"University of Kansas","Kansas",53000,98600,52,16,"Kansas","KS","Public","4 Year",10350,11148,21498,27358,37708
"264",2,"Kansas State University","Kansas",52500,97200,51,18,"Kansas","KS","Public","4 Year",9680,10263,19943,25767,35447
"265",3,"Benedictine College","Kansas",48700,91800,69,13,"Kansas","KS","Private","4 Year",10300,29530,39830,29530,39830
"266",4,"Ottawa University-Ottawa","Kansas",49800,89900,57,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",5,"University of Saint Mary","Kansas",49500,89700,61,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",6,"Newman University","Kansas",48000,88500,66,11,"Kansas","KS","Private","4 Year",8326,30724,39050,30724,39050
"269",7,"Wichita State University","Kansas",48700,87300,57,24,"Kansas","KS","Public","4 Year",11252,8271,19523,17452,28704
"270",8,"Ottawa University-Online","Kansas",47300,84900,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",8,"Pittsburg State University","Kansas",47100,84900,51,8,"Kansas","KS","Public","4 Year",7778,7298,15076,18642,26420
"272",10,"Baker University","Kansas",47800,84200,55,2,"Kansas","KS","Private","4 Year",8410,29830,38240,29830,38240
"273",11,"Southwestern College (Kansas)","Kansas",48500,83500,61,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",12,"Washburn University","Kansas",47000,83000,54,4,"Kansas","KS","Public","4 Year",8237,8870,17107,19940,28177
"275",13,"Ottawa University-Kansas City","Kansas",45200,82600,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",14,"McPherson College","Kansas",44500,80900,59,9,"Kansas","KS","Private","4 Year",8788,28951,37739,28951,37739
"277",15,"Kansas Wesleyan University","Kansas",44700,79400,61,10,"Kansas","KS","Private","4 Year",9500,29500,39000,29500,39000
"278",16,"Fort Hays State University","Kansas",45100,79300,64,6,"Kansas","KS","Public","4 Year",8300,5133,13433,15201,23501
"279",17,"Sterling College","Kansas",42700,79100,73,7,"Vermont","VT","Private","4 Year",9900,38800,48700,38800,48700
"280",17,"Sterling College","Kansas",42700,79100,73,7,"Kansas","KS","Private","4 Year",8280,26000,34280,26000,34280
"281",18,"MidAmerica Nazarene University","Kansas",46200,78500,60,1,"Kansas","KS","Private","4 Year",8708,30736,39444,30736,39444
"282",19,"Emporia State University","Kansas",43500,78000,60,9,"Kansas","KS","Public","4 Year",8912,6758,15670,20675,29587
"283",20,"Tabor College","Kansas",43300,77500,62,7,"Kansas","KS","Private","4 Year",9850,28245,38095,28245,38095
"284",21,"Friends University","Kansas",44700,76500,59,14,"Kansas","KS","Private","4 Year",7972,28415,36387,28415,36387
"285",22,"Bethel College-North Newton","Kansas",42700,73800,54,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",23,"Bethany College (Kansas)","Kansas",39100,73200,61,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",24,"Manhattan Christian College","Kansas",39400,72200,NA,0,"Kansas","KS","Private","4 Year",9092,15850,24942,15850,24942
"288",25,"Central Christian College of Kansas","Kansas",37100,66100,NA,2,"Kansas","KS","Private","4 Year",8286,26674,34960,26674,34960
"289",1,"University of Kentucky","Kentucky",51700,96400,48,19,"Kentucky","KY","Public","4 Year",12982,12245,25227,29099,42081
"290",2,"Thomas More College","Kentucky",50000,90900,56,8,"Kentucky","KY","Private","4 Year",7950,31120,39070,31120,39070
"291",3,"Bellarmine University","Kentucky",49000,90700,54,11,"Kentucky","KY","Private","4 Year",12250,42200,54450,42200,54450
"292",4,"Centre College","Kentucky",49500,88500,52,22,"Kentucky","KY","Private","4 Year",10480,41700,52180,41700,52180
"293",5,"University of Louisville","Kentucky",49500,87600,50,18,"Kentucky","KY","Public","4 Year",9226,11656,20882,27278,36504
"294",6,"Northern Kentucky University","Kentucky",49000,87400,46,12,"Kentucky","KY","Public","4 Year",10022,10032,20054,19680,29702
"295",7,"Transylvania University","Kentucky",47900,85600,51,25,"Kentucky","KY","Private","4 Year",10460,38750,49210,38750,49210
"296",8,"Western Kentucky University","Kentucky",45500,83100,49,10,"Kentucky","KY","Public","4 Year",8343,10602,18945,26496,34839
"297",9,"Georgetown College","Kentucky",45000,81900,54,10,"Kentucky","KY","Private","4 Year",9780,38650,48430,38650,48430
"298",10,"Brescia University","Kentucky",44300,81200,53,7,"Kentucky","KY","Private","4 Year",9200,22400,31600,22400,31600
"299",11,"Eastern Kentucky University","Kentucky",45600,80700,56,5,"Kentucky","KY","Public","4 Year",9018,9296,18314,19074,28092
"300",12,"Murray State University","Kentucky",44800,79900,56,9,"Kentucky","KY","Public","4 Year",9190,9084,18274,24540,33730
"301",13,"Spalding University","Kentucky",44800,79200,71,0,"Kentucky","KY","Private","4 Year",7600,24500,32100,24500,32100
"302",14,"Kentucky Wesleyan College","Kentucky",42100,76800,65,14,"Kentucky","KY","Private","4 Year",9764,26440,36204,26440,36204
"303",15,"Union College (Kentucky)","Kentucky",40400,76000,37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",16,"Morehead State University","Kentucky",41300,74900,56,9,"Kentucky","KY","Public","4 Year",9960,9170,19130,13646,23606
"305",17,"University of the Cumberlands","Kentucky",39800,73800,63,8,"Kentucky","KY","Private","4 Year",9000,23000,32000,23000,32000
"306",18,"Kentucky State University","Kentucky",40700,73100,57,13,"Kentucky","KY","Public","4 Year",6690,8090,14780,19390,26080
"307",19,"Berea College","Kentucky",39500,71600,53,27,"Kentucky","KY","Private","4 Year",6764,39990,46754,39990,46754
"308",20,"Asbury University","Kentucky",39400,70800,59,4,"Kentucky","KY","Private","4 Year",7160,30198,37358,30198,37358
"309",21,"University of Pikeville","Kentucky",39000,70700,74,11,"Kentucky","KY","Private","4 Year",7800,20950,28750,20950,28750
"310",22,"Kentucky Christian University","Kentucky",39600,70300,68,3,"Kentucky","KY","Private","4 Year",8270,19820,28090,19820,28090
"311",22,"Midway University","Kentucky",39200,70300,53,3,"Kentucky","KY","Private","4 Year",8480,24650,33130,24650,33130
"312",24,"Campbellsville University","Kentucky",37600,66800,50,7,"Kentucky","KY","Private","4 Year",8000,25400,33400,25400,33400
"313",25,"Lindsey Wilson College","Kentucky",35300,64100,52,2,"Kentucky","KY","Private","4 Year",9385,24850,34235,24850,34235
"314",1,"Tulane University of Louisiana","Louisiana",56800,105300,44,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2,"Louisiana State University and Agricultural & Mechanical College","Louisiana",54800,102900,53,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",3,"Louisiana Tech University","Louisiana",53100,100700,57,24,"Louisiana","LA","Public","4 Year",6495,9645,16140,18558,25053
"317",4,"Louisiana State University Health Sciences Center-New Orleans","Louisiana",52300,94200,86,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",5,"University of Louisiana at Monroe","Louisiana",48500,92500,65,7,"Louisiana","LA","Public","4 Year",7850,8734,16584,20834,28684
"319",5,"University of Louisiana at Lafayette","Louisiana",48200,92500,52,19,"Louisiana","LA","Public","4 Year",8516,10616,19132,24344,32860
"320",7,"University of New Orleans","Louisiana",49900,91600,55,23,"Louisiana","LA","Public","4 Year",10575,9054,19629,13890,24465
"321",8,"Franciscan Missionaries of Our Lady University","Louisiana",51200,90900,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",9,"Loyola University New Orleans","Louisiana",47900,88600,47,4,"Louisiana","LA","Private","4 Year",13380,39692,53072,39692,53072
"323",10,"Centenary College of Louisiana","Louisiana",47000,88400,37,26,"Louisiana","LA","Private","4 Year",13400,36580,49980,36580,49980
"324",11,"McNeese State University","Louisiana",50200,88200,57,13,"Louisiana","LA","Public","4 Year",8704,7859,16563,18934,27638
"325",11,"Xavier University of Louisiana","Louisiana",46700,88200,63,35,"Louisiana","LA","Private","4 Year",9047,24488,33535,24488,33535
"326",13,"University of Holy Cross","Louisiana",48400,86300,69,3,"Louisiana","LA","Private","4 Year",NA,17300,17300,17300,17300
"327",14,"Nicholls State University","Louisiana",44500,84300,53,5,"Louisiana","LA","Public","4 Year",9938,7982,17920,9075,19013
"328",15,"Southeastern Louisiana University","Louisiana",46700,83900,51,8,"Louisiana","LA","Public","4 Year",8420,8165,16585,20643,29063
"329",16,"Southern University and A&M College","Louisiana",48000,83100,65,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",17,"Louisiana College","Louisiana",44800,79800,58,4,"Louisiana","LA","Private","4 Year",5618,17000,22618,17000,22618
"331",17,"Louisiana State University-Shreveport","Louisiana",44500,79800,54,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",17,"Dillard University","Louisiana",44700,79800,74,20,"Louisiana","LA","Private","4 Year",10100,18099,28199,18099,28199
"333",20,"Northwestern State University of Louisiana","Louisiana",44300,79300,62,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",21,"Grambling State University","Louisiana",43100,73100,66,10,"Louisiana","LA","Public","4 Year",7192,7435,14627,16458,23650
"335",22,"Southern University at New Orleans","Louisiana",40100,71000,76,13,"Louisiana","LA","Public","4 Year",9040,9371,18411,11160,20200
"336",23,"New Orleans Baptist Theological Seminary","Louisiana",33900,61500,NA,0,"Louisiana","LA","Private","4 Year",2625,7775,10400,7775,10400
"337",1,"Maine Maritime Academy","Maine",67000,121800,65,48,"Maine","ME","Public","4 Year",10310,13478,23788,27098,37408
"338",2,"Bowdoin College","Maine",61300,112000,54,37,"Maine","ME","Private","4 Year",14698,53922,68620,53922,68620
"339",3,"Bates College","Maine",59500,111900,50,23,"Maine","ME","Private","4 Year",15224,53794,69018,53794,69018
"340",4,"Colby College","Maine",59200,103300,50,25,"Maine","ME","Private","4 Year",14190,55210,69400,55210,69400
"341",5,"University of Maine","Maine",52000,95000,50,24,"Maine","ME","Public","4 Year",10418,11170,21588,30970,41388
"342",6,"University of New England","Maine",50100,91500,69,7,"Maine","ME","Private","4 Year",13990,37620,51610,37620,51610
"343",7,"Saint Joseph's College of Maine","Maine",46900,84300,60,2,"Maine","ME","Private","4 Year",13680,35650,49330,35650,49330
"344",8,"Thomas College","Maine",46100,81500,49,3,"Maine","ME","Private","4 Year",11250,26900,38150,26900,38150
"345",9,"University of Southern Maine","Maine",46900,81300,55,8,"Maine","ME","Public","4 Year",9450,9520,18970,22780,32230
"346",10,"Husson University","Maine",43300,77600,52,1,"Maine","ME","Private","4 Year",9830,18180,28010,18180,28010
"347",11,"University of Maine at Fort Kent","Maine",43500,76300,73,5,"Maine","ME","Public","4 Year",8220,8115,16335,12315,20535
"348",12,"University of Maine at Augusta","Maine",41600,73100,61,7,"Maine","ME","Public","4 Year",NA,7988,7988,17918,17918
"349",13,"University of Maine at Farmington","Maine",41100,71700,64,5,"Maine","ME","Public","4 Year",9726,9666,19392,19778,29504
"350",14,"University of Maine at Presque Isle","Maine",39000,70700,58,6,"Maine","ME","Public","4 Year",8406,8035,16441,12235,20641
"351",15,"Unity College","Maine",38200,69500,NA,23,"Maine","ME","Private","4 Year",10710,29160,39870,29160,39870
"352",16,"University of Maine at Machias","Maine",37100,66200,47,13,"Maine","ME","Public","4 Year",8486,7840,16326,15100,23586
"353",17,"Maine College of Art","Maine",36300,64600,37,0,"Maine","ME","Private","4 Year",11890,35000,46890,35000,46890
"354",1,"United States Naval Academy","Maryland",80100,152800,64,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2,"Capitol Technology University","Maryland",67400,118400,63,88,"Maryland","MD","Private","4 Year",5708,25428,31136,25428,31136
"356",3,"Johns Hopkins University","Maryland",67200,117100,57,31,"Maryland","MD","Private","4 Year",15836,54240,70076,54240,70076
"357",4,"University of Maryland-College Park","Maryland",61300,113400,50,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",5,"Loyola University Maryland","Maryland",59900,111200,40,8,"Maryland","MD","Private","4 Year",14430,49085,63515,49085,63515
"359",6,"University of Maryland-Baltimore County","Maryland",58100,103600,54,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",7,"St. John's College","Maryland",55900,101200,NA,0,"Illinois","IL","Private","4 Year",NA,23695,23695,23695,23695
"361",7,"St. John's College","Maryland",55900,101200,NA,0,"Maryland","MD","Private","4 Year",12602,53218,65820,53218,65820
"362",7,"St. John's College","Maryland",55900,101200,NA,0,"New Mexico","NM","Private","4 Year",12148,54118,66266,54118,66266
"363",8,"University of Maryland, Baltimore","Maryland",57300,99600,76,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",8,"University of Maryland-University College","Maryland",55300,99600,59,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",10,"Washington Adventist University","Maryland",55600,97600,63,9,"Maryland","MD","Private","4 Year",9370,23900,33270,23900,33270
"366",11,"St Mary's College of Maryland","Maryland",53300,95400,45,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",12,"McDaniel College","Maryland",51100,94600,54,6,"Maryland","MD","Private","4 Year",11430,43260,54690,43260,54690
"368",13,"Mount St. Mary's University","Maryland",50200,94100,50,11,"Maryland","MD","Private","4 Year",13075,41350,54425,41350,54425
"369",14,"Washington College","Maryland",52800,93500,55,21,"Maryland","MD","Private","4 Year",12414,46978,59392,46978,59392
"370",15,"Stevenson University","Maryland",50400,91600,51,15,"Maryland","MD","Private","4 Year",13130,36182,49312,36182,49312
"371",16,"Towson University","Maryland",51200,91200,47,15,"Maryland","MD","Public","4 Year",13034,9940,22974,23208,36242
"372",17,"Goucher College","Maryland",49400,90600,42,11,"Maryland","MD","Private","4 Year",14506,44300,58806,44300,58806
"373",18,"Bowie State University","Maryland",50300,89900,65,11,"Maryland","MD","Public","4 Year",10904,8233,19137,18873,29777
"374",19,"Salisbury University","Maryland",50400,89800,51,12,"Maryland","MD","Public","4 Year",11950,9824,21774,19526,31476
"375",20,"University of Baltimore","Maryland",51000,89600,56,2,"Maryland","MD","Public","4 Year",NA,8958,8958,21076,21076
"376",21,"Frostburg State University","Maryland",49600,87000,48,19,"Maryland","MD","Public","4 Year",10202,9172,19374,22892,33094
"377",22,"University of Maryland Eastern Shore","Maryland",48300,86700,63,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",23,"Notre Dame of Maryland University","Maryland",48300,86400,58,3,"Maryland","MD","Private","4 Year",11850,36900,48750,36900,48750
"379",24,"Maryland Institute College of Art","Maryland",49000,84500,40,0,"Maryland","MD","Private","4 Year",13280,48630,61910,48630,61910
"380",25,"Hood College","Maryland",47900,82600,49,32,"Maryland","MD","Private","4 Year",12700,39492,52192,39492,52192
"381",1,"Massachusetts Institute of Technology","Massachusetts",86300,155200,52,69,"Massachusetts","MA","Private","4 Year",15510,51832,67342,51832,67342
"382",2,"Harvard University","Massachusetts",74800,146800,54,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",3,"Worcester Polytechnic Institute","Massachusetts",73600,135500,47,86,"Massachusetts","MA","Private","4 Year",14774,50530,65304,50530,65304
"384",4,"Babson College","Massachusetts",72000,133800,37,0,"Massachusetts","MA","Private","4 Year",16312,51104,67416,51104,67416
"385",5,"Williams College","Massachusetts",67500,127500,47,32,"Massachusetts","MA","Private","4 Year",14500,55450,69950,55450,69950
"386",6,"MCPHS University","Massachusetts",65900,121800,71,2,"Massachusetts","MA","Private","4 Year",16400,32705,49105,32705,49105
"387",7,"Tufts University","Massachusetts",65200,118100,49,25,"Massachusetts","MA","Private","4 Year",14560,56382,70942,56382,70942
"388",8,"Massachusetts Maritime Academy","Massachusetts",67900,117500,53,47,"Massachusetts","MA","Public","4 Year",12675,9724,22399,26102,38777
"389",9,"Bentley University","Massachusetts",66600,116600,36,7,"Massachusetts","MA","Private","4 Year",16320,49880,66200,49880,66200
"390",10,"Amherst College","Massachusetts",63800,116500,45,32,"Massachusetts","MA","Private","4 Year",14740,56426,71166,56426,71166
"391",11,"Boston College","Massachusetts",63600,115400,43,13,"Massachusetts","MA","Private","4 Year",14478,55464,69942,55464,69942
"392",12,"College of the Holy Cross","Massachusetts",61800,114600,46,24,"Massachusetts","MA","Private","4 Year",14520,52770,67290,52770,67290
"393",13,"Boston University","Massachusetts",61400,113600,43,25,"Massachusetts","MA","Private","4 Year",15720,53948,69668,53948,69668
"394",14,"Brandeis University","Massachusetts",60600,113200,48,29,"Massachusetts","MA","Private","4 Year",15440,55395,70835,55395,70835
"395",15,"Wentworth Institute of Technology","Massachusetts",62700,112700,53,39,"Massachusetts","MA","Private","4 Year",14190,33950,48140,33950,48140
"396",16,"Northeastern University","Massachusetts",62500,109700,46,40,"Massachusetts","MA","Private","4 Year",16880,51387,68267,51387,68267
"397",17,"University of Massachusetts-Lowell","Massachusetts",58800,109300,53,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",18,"Wellesley College","Massachusetts",58900,106200,48,34,"Massachusetts","MA","Private","4 Year",16468,53732,70200,53732,70200
"399",19,"Stonehill College","Massachusetts",55900,103200,42,18,"Massachusetts","MA","Private","4 Year",16000,42746,58746,42746,58746
"400",20,"Western New England University","Massachusetts",56400,103000,44,21,"Massachusetts","MA","Private","4 Year",13590,36804,50394,36804,50394
"401",20,"University of Massachusetts-Amherst","Massachusetts",57400,103000,46,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",22,"Merrimack College","Massachusetts",56000,102500,50,13,"Massachusetts","MA","Private","4 Year",15845,41760,57605,41760,57605
"403",23,"Clark University","Massachusetts",52600,101400,47,14,"Massachusetts","MA","Private","4 Year",9170,45730,54900,45730,54900
"404",24,"Smith College","Massachusetts",52700,98200,51,26,"Massachusetts","MA","Private","4 Year",17520,52404,69924,52404,69924
"405",25,"Wheaton College (Massachusetts)","Massachusetts",52600,97500,46,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",1,"Kettering University","Michigan",69900,125000,44,74,"Michigan","MI","Private","4 Year",8240,43490,51730,43490,51730
"407",2,"Michigan Technological University","Michigan",65000,116300,47,81,"Michigan","MI","Public","4 Year",10756,15646,26402,33726,44482
"408",3,"University of Michigan-Ann Arbor","Michigan",63500,112200,45,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",4,"Lawrence Technological University","Michigan",57900,108400,49,60,"Michigan","MI","Private","4 Year",9950,33570,43520,33570,43520
"410",5,"Michigan State University","Michigan",55300,100800,46,20,"Michigan","MI","Public","4 Year",10322,14460,24782,39765,50087
"411",6,"University of Michigan-Dearborn","Michigan",55700,99500,39,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",7,"Albion College","Michigan",52100,99300,44,23,"Michigan","MI","Private","4 Year",12380,45775,58155,45775,58155
"413",8,"Kalamazoo College","Michigan",51600,94500,52,31,"Michigan","MI","Private","4 Year",9756,48516,58272,48516,58272
"414",9,"Oakland University","Michigan",51300,93300,49,19,"Michigan","MI","Public","4 Year",10100,12606,22706,24230,34330
"415",10,"University of Detroit Mercy","Michigan",51800,92800,57,13,"Michigan","MI","Private","4 Year",9496,28000,37496,28000,37496
"416",11,"Western Michigan University","Michigan",50900,92200,47,16,"Michigan","MI","Public","4 Year",10143,12483,22626,15373,25516
"417",12,"Wayne State University","Michigan",50800,91700,53,21,"Michigan","MI","Public","4 Year",10427,13347,23774,28241,38668
"418",13,"Calvin College","Michigan",50200,91100,54,23,"Michigan","MI","Private","4 Year",10200,34600,44800,34600,44800
"419",14,"Hope College","Michigan",49200,90900,51,18,"Michigan","MI","Private","4 Year",10310,34010,44320,34010,44320
"420",15,"Alma College","Michigan",48400,89900,52,15,"Michigan","MI","Private","4 Year",10998,40258,51256,40258,51256
"421",16,"College for Creative Studies","Michigan",51200,89800,40,0,"Michigan","MI","Private","4 Year",8800,44110,52910,44110,52910
"422",17,"Ferris State University","Michigan",50000,89300,50,8,"Michigan","MI","Public","4 Year",9894,12630,22524,12630,22524
"423",18,"Eastern Michigan University","Michigan",47300,86700,50,6,"Michigan","MI","Public","4 Year",9854,13959,23813,13959,23813
"424",19,"Northwood University","Michigan",47800,86300,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",20,"Walsh College of Accountancy and Business Administration","Michigan",49400,85200,42,5,"Michigan","MI","Private","4 Year",NA,17625,17625,17625,17625
"426",21,"Andrews University","Michigan",47600,85000,51,7,"Michigan","MI","Private","4 Year",9078,29288,38366,29288,38366
"427",22,"Cleary University","Michigan",47400,84700,50,0,"Michigan","MI","Private","4 Year",9600,20250,29850,20250,29850
"428",23,"Central Michigan University","Michigan",47700,83600,46,13,"Michigan","MI","Public","4 Year",10076,12960,23036,12960,23036
"429",24,"Lake Superior State University","Michigan",45900,83500,48,14,"Michigan","MI","Public","4 Year",9882,12090,21972,12090,21972
"430",25,"Saginaw Valley State University","Michigan",46400,82200,54,12,"Michigan","MI","Public","4 Year",10186,10308,20494,24215,34401
"431",1,"Carleton College","Minnesota",58800,109900,47,45,"Minnesota","MN","Private","4 Year",14085,54759,68844,54759,68844
"432",2,"Saint Johns University","Minnesota",59400,108400,45,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",3,"University of St Thomas (Minnesota)","Minnesota",57500,106400,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",4,"University of Minnesota-Twin Cities","Minnesota",57200,104000,51,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",5,"St Olaf College","Minnesota",54100,101900,46,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",6,"Macalester College","Minnesota",53600,100400,51,31,"Minnesota","MN","Private","4 Year",12156,54344,66500,54344,66500
"437",7,"Gustavus Adolphus College","Minnesota",51200,96800,47,22,"Minnesota","MN","Private","4 Year",9910,45400,55310,45400,55310
"438",8,"Dunwoody College of Technology","Minnesota",53400,96600,55,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",9,"University of Minnesota-Duluth","Minnesota",53200,95700,48,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",10,"Saint Mary's University of Minnesota","Minnesota",53000,93700,53,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",11,"Saint Cloud State University","Minnesota",51600,91600,50,15,"Minnesota","MN","Public","4 Year",8900,8912,17812,17146,26046
"442",12,"Augsburg University","Minnesota",50500,91000,52,11,"Minnesota","MN","Private","4 Year",10280,38800,49080,38800,49080
"443",13,"Minnesota State University-Mankato","Minnesota",51600,90900,54,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",14,"Hamline University","Minnesota",48100,90400,52,5,"Minnesota","MN","Private","4 Year",10358,41298,51656,41298,51656
"445",15,"College of Saint Benedict","Minnesota",49100,88600,50,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",16,"Concordia University-Saint Paul","Minnesota",49200,86800,58,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",16,"Winona State University","Minnesota",49700,86800,51,10,"Minnesota","MN","Public","4 Year",9010,9425,18435,15348,24358
"448",16,"The College of Saint Scholastica","Minnesota",51200,86800,64,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",19,"University of Minnesota-Crookston","Minnesota",49200,86400,54,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",20,"Metropolitan State University","Minnesota",50200,85900,53,11,"Minnesota","MN","Public","4 Year",NA,7879,7879,14980,14980
"451",21,"Bethel University (Minnesota)","Minnesota",51000,85700,65,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",22,"University of Minnesota-Morris","Minnesota",46100,85300,53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
